Rlevel,Tlevel,Slevel,Frequency,Alevel,Blevel,Sklevel,Kulevel,Nllevel,SSlevel
0.58046419015819,0.9811693844858791,0.0,1.0,0.5695560277915239,1.0,0.428247215209929,-1.29813837148084,0.10797331087294999,0.9870166754525459
0.7776056553520921,0.5685633934598601,0.0,1.0,0.568698244489457,0.0,0.835746371998315,-0.31739890142333,0.7610909374892808,0.8786619435849741
0.67496641105203,0.998812611317766,0.0,1.0,0.263087677516095,0.9,0.0206562482105036,-1.31475635049854,0.9112832398630759,0.9885617406548829
0.695094971870827,0.9982496681195592,0.0,1.0,0.209428728604163,0.85,0.0343796846821818,-1.2195383836949298,0.7399196166096491,0.988232161655494
0.711166767526279,0.989329502438418,0.0,1.0,0.742176070085386,0.0,0.57005869448442,-0.9735617303515609,0.64558514381842,0.986919557561736
0.585378423118145,0.819171657113789,0.0,1.0,0.505670708821313,1.0,0.156513277706023,-0.929145881392687,0.48273360446708896,0.95538919214096
0.5658795727680911,0.9886381218285071,0.0,1.0,0.67489025810839,0.05,0.24252770380392202,-1.5258259426633998,0.0209846702223261,0.9877067632087649
0.630739537689837,0.996688092515226,0.0,1.0,0.6753947754596551,0.3,0.188654253168073,-1.3740443375779199,0.000518044651521832,0.9887962630731291
0.586808765739884,0.9962376067240809,0.0,1.0,0.592724964520459,0.3,0.0885585266604731,-1.54758183462287,0.0008813857395644221,0.9889484194082521
0.718425824583217,0.99898689098242,0.0,1.0,0.7666842028128521,0.0,0.6116570690177769,-0.7752948388084621,0.0191278510485715,0.98764361596957
0.6679650547737621,0.995298806563864,0.0,1.0,0.7604557726485319,0.0,0.49520325001859206,-1.07204639594338,0.376101239307035,0.9882431148998689
0.642029617635423,0.998354093951978,0.0,1.0,0.796590522163893,0.0,0.291647959417353,-1.32170116146713,0.006980387768690029,0.988800744537398
0.6663531909281151,0.998665725874183,0.0,1.0,0.76720238030356,0.35,0.162156372320382,-1.27576616560022,0.0946983372678258,0.988713741542982
0.7212889926384971,0.9880494744701921,0.0,1.0,0.852229654680549,0.0,1.10103204300599,-0.219354276225768,0.328529074547897,0.9859782810894109
0.7213275505475121,0.9880859304157651,0.0,1.0,0.852081473360606,0.0,1.10069964546431,-0.21977087745538898,0.33311302380123703,0.9859802488659941
0.735567179033542,0.843923609904058,0.0,1.0,0.24017837852001603,1.0,0.406926249882356,-0.265785213609818,0.053332792014448,0.968423836599504
0.710271618022525,0.9912789555457209,0.0,1.0,0.777104211781501,0.85,0.0538267210973427,-1.2172299761453798,0.168730213218925,0.987343316355446
0.657839032468097,0.9979837837758571,0.0,1.0,0.69654918862984,1.0,0.202211191231076,-1.3219145820095901,0.34504570133664103,0.9885633241273041
0.6988224595137359,0.9894836804246059,0.0,1.0,0.597478918204651,1.0,0.26607397620473,-1.1240754346515902,0.536724023331515,0.987308042813511
0.667721672793484,0.998639081355121,0.0,1.0,0.66562390785418,0.3,0.45395420502545697,-1.08262377418326,0.00020920573669591698,0.987811031352967
0.812686920687532,0.99713774857234,0.0,1.0,0.6284834946321421,0.0,1.96166519820063,3.19827748253692,0.000144046258697794,0.980305564993
0.7086624144142459,0.999744049579818,0.0,1.0,0.793800393151284,0.0,1.1013794390721399,-0.0446967702861842,9.62956359096268e-09,0.986661007837445
0.712395016942994,0.999799235431012,0.0,1.0,0.7523789961245251,0.0,1.0005525724117,-0.158753286049569,0.0557330132527658,0.986722249418754
0.721823025720381,0.9996208504054691,0.0,1.0,0.736815212058371,0.0,1.22134862656866,0.372588652218791,0.0067339519177263,0.985678103521347
0.6858002359496259,0.998647315197493,0.0,1.0,0.7098974610783578,0.0,0.647424273982526,-0.817449845711939,0.0759860997492671,0.98753147865942
0.6242876652763439,0.9788537150159431,0.0,1.0,0.666777538502793,0.0,0.5347576083109721,-1.1789820127359198,0.000820980507112434,0.986937823659225
0.6897261530161349,0.991385887429555,0.0,1.0,0.807850674124653,1.0,0.22497437929798397,-1.1456623866273798,0.362158464095543,0.9878964851610992
0.6982200123828879,0.998475154547703,0.0,1.0,0.840078826461509,0.35,0.15768478178456902,-1.13044725271779,0.0240810863000468,0.988359076569007
0.775443182898387,0.7590126246348721,0.0,1.0,0.598761219059625,1.0,0.26087864665685,0.032724029792527996,0.633511203910135,0.954966157877206
0.601897379988088,0.871595978290225,0.0,1.0,0.762347347279087,0.0,1.2863707023926598,0.255608443420917,0.0666215226085975,0.976662456029022
0.654227376485473,0.9899291162274451,0.0,1.0,0.6389330854790021,0.35,0.3806785378621,-1.2120303492243,0.20612970957489002,0.987747603541866
0.781544998588986,0.973940955314449,0.0,1.0,0.561792946584722,0.5,0.233964568745962,-0.5858554894271519,0.553781210065839,0.9846801218495891
0.802173740565692,0.87803395429151,0.0,1.0,0.7721148450750641,0.0,0.7633364439350941,-0.19424327079076897,0.5027264427627589,0.974642477525273
0.558783754581313,0.9938794794133109,0.0,1.0,0.5827844070732691,1.0,0.19285817947308997,-1.5487023536001,0.00752566473486038,0.98880857515609
0.49676866056590707,0.981220882307898,0.0,1.0,0.581239783058944,1.0,0.253849140422675,-1.6205263880423602,0.0405752764017235,0.987634806969256
0.6382273959733741,0.9574080082035291,0.0,1.0,0.831284102180552,1.0,0.972323458183661,0.190346077590484,0.3670678075334571,0.9804526324866379
0.571586975520176,0.8168866705820401,0.0,1.0,0.786044520386585,0.25,0.18796604599527103,-1.44774220682519,0.8714248188241371,0.966852789911846
0.7547377090562328,0.992054127547797,0.0,1.0,0.79656312485975,0.0,0.446671152880252,-0.8645750868878042,0.21522855877210603,0.9867348907326721
0.7049551703069701,0.685122057964059,0.0,1.0,0.6793850441981409,0.0,0.44324084338582703,-0.759691827146818,0.172371910358641,0.9355907620592041
0.49108726618572796,0.975642218856952,0.0,1.0,0.7510877529394591,0.15,0.0980715012177194,-1.48180768065222,0.0646308486572298,0.9859645406035409
0.48648562856898797,0.9809757193061508,0.0,1.0,0.8270938506001009,0.0,0.0142496247648965,-1.55932789559219,0.0668158932147083,0.9868000639424251
0.5603724535021379,0.9832921477955079,0.0,1.0,0.7886702015160759,0.6,0.107471527985712,-1.6346295885809499,0.0015567823129877302,0.987538376637499
0.67250012147809,0.992350050269586,0.0,1.0,0.520007791475334,0.65,0.0658925070422938,-1.31847202303331,0.6288235383061689,0.987831966828292
0.650903826106419,0.996812938278575,0.0,1.0,0.799354062344001,0.3,0.301305796449669,-1.2391539665445601,0.000704683118304628,0.988595475584515
0.44995055725160493,0.9773620934466299,0.0,1.0,0.6330003759133609,0.0,0.622364181821728,-0.929601228575598,0.328099268561093,0.983123920496236
0.537404818778551,0.864366126344996,0.0,1.0,0.697141582962341,0.0,0.46227618772738005,-1.5031366223860498,0.167041414545746,0.9649372524874429
0.706208527969815,0.992735405424515,0.0,1.0,0.857369411102095,0.0,0.7270138049612289,-0.864395694569764,0.425839617234983,0.987253106673442
0.582873982755234,0.9445366785061379,0.0,1.0,0.412067474113307,0.0,0.22275696852959198,-1.21699362995998,0.149636253519278,0.9816538181151719
